SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2019,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2020,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2021,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2022,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2023,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2024,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2025,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2026,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2027,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2028,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2029,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2030,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2031,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2032,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2033,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N6,1000,1000,1,8.8,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2034,INE202E07153
IREDA,Indian Renewable Energy Development Agency Limited,N7,1000,1000,1,7.74,22-MAR-2017,21-JAN-2016,21-JAN-2031,,,,,INE202E07229
IRFC,Indian Railway Finance Corporation Limited,N1,1000,1000,1,8,02-MAR-2012,23-FEB-2012,23-FEB-2022,,,,15-OCT-2016,INE053F07520
IRFC,Indian Railway Finance Corporation Limited,N1,1000,1000,1,8,02-MAR-2012,23-FEB-2012,23-FEB-2022,,,,15-OCT-2017,INE053F07520
IRFC,Indian Railway Finance Corporation Limited,N1,1000,1000,1,8,02-MAR-2012,23-FEB-2012,23-FEB-2022,,,,15-OCT-2018,INE053F07520
IRFC,Indian Railway Finance Corporation Limited,N1,1000,1000,1,8,02-MAR-2012,23-FEB-2012,23-FEB-2022,,,,15-OCT-2019,INE053F07520
IRFC,Indian Railway Finance Corporation Limited,N1,1000,1000,1,8,02-MAR-2012,23-FEB-2012,23-FEB-2022,,,,15-OCT-2020,INE053F07520
IRFC,Indian Railway Finance Corporation Limited,N1,1000,1000,1,8,02-MAR-2012,23-FEB-2012,23-FEB-2022,,,,15-OCT-2021,INE053F07520
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2016,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2017,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2018,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2019,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2020,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2021,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2022,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2023,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2024,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2025,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N2,1000,1000,1,8.1,02-MAR-2012,23-FEB-2012,23-FEB-2027,,,,15-OCT-2026,INE053F07538
IRFC,Indian Railway Finance Corporation Limited,N3,1000,1000,1,7.18,22-FEB-2013,19-FEB-2013,19-OCT-2023,,,,15-OCT-2016,INE053F07561
IRFC,Indian Railway Finance Corporation Limited,N3,1000,1000,1,7.18,22-FEB-2013,19-FEB-2013,19-OCT-2023,,,,15-OCT-2017,INE053F07561
IRFC,Indian Railway Finance Corporation Limited,N3,1000,1000,1,7.18,22-FEB-2013,19-FEB-2013,19-OCT-2023,,,,15-OCT-2018,INE053F07561
IRFC,Indian Railway Finance Corporation Limited,N3,1000,1000,1,7.18,22-FEB-2013,19-FEB-2013,19-OCT-2023,,,,15-OCT-2019,INE053F07561
IRFC,Indian Railway Finance Corporation Limited,N3,1000,1000,1,7.18,22-FEB-2013,19-FEB-2013,19-OCT-2023,,,,15-OCT-2020,INE053F07561
IRFC,Indian Railway Finance Corporation Limited,N3,1000,1000,1,7.18,22-FEB-2013,19-FEB-2013,19-OCT-2023,,,,15-OCT-2021,INE053F07561
IRFC,Indian Railway Finance Corporation Limited,N3,1000,1000,1,7.18,22-FEB-2013,19-FEB-2013,19-OCT-2023,,,,15-OCT-2022,INE053F07561
IRFC,Indian Railway Finance Corporation Limited,N3,1000,1000,1,7.18,22-FEB-2013,19-FEB-2013,19-OCT-2023,,,,15-OCT-2023,INE053F07561
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2016,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2017,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2018,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2019,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2020,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2021,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2022,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2023,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2024,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2025,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2026,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N4,1000,1000,1,7.34,22-FEB-2013,19-FEB-2013,19-FEB-2028,,,,15-OCT-2027,INE053F07579
IRFC,Indian Railway Finance Corporation Limited,N5,1000,1000,1,6.88,01-APR-2013,23-MAR-2013,23-MAR-2023,,,,15-OCT-2016,INE053F07587
IRFC,Indian Railway Finance Corporation Limited,N5,1000,1000,1,6.88,01-APR-2013,23-MAR-2013,23-MAR-2023,,,,15-OCT-2017,INE053F07587
IRFC,Indian Railway Finance Corporation Limited,N5,1000,1000,1,6.88,01-APR-2013,23-MAR-2013,23-MAR-2023,,,,15-OCT-2018,INE053F07587
IRFC,Indian Railway Finance Corporation Limited,N5,1000,1000,1,6.88,01-APR-2013,23-MAR-2013,23-MAR-2023,,,,15-OCT-2019,INE053F07587
IRFC,Indian Railway Finance Corporation Limited,N5,1000,1000,1,6.88,01-APR-2013,23-MAR-2013,23-MAR-2023,,,,15-OCT-2020,INE053F07587
IRFC,Indian Railway Finance Corporation Limited,N5,1000,1000,1,6.88,01-APR-2013,23-MAR-2013,23-MAR-2023,,,,15-OCT-2021,INE053F07587
IRFC,Indian Railway Finance Corporation Limited,N5,1000,1000,1,6.88,01-APR-2013,23-MAR-2013,23-MAR-2023,,,,15-OCT-2022,INE053F07587
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2016,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2017,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2018,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2019,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2020,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2021,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2022,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2023,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2024,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2025,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2026,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,23-MAR-2013,23-MAR-2028,,,,15-OCT-2027,INE053F07595
IRFC,Indian Railway Finance Corporation Limited,N7,1000,1000,1,8.23,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2016,INE053F07652
IRFC,Indian Railway Finance Corporation Limited,N7,1000,1000,1,8.23,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2017,INE053F07652
IRFC,Indian Railway Finance Corporation Limited,N7,1000,1000,1,8.23,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2018,INE053F07652
IRFC,Indian Railway Finance Corporation Limited,N7,1000,1000,1,8.23,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2019,INE053F07652
IRFC,Indian Railway Finance Corporation Limited,N7,1000,1000,1,8.23,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2020,INE053F07652
IRFC,Indian Railway Finance Corporation Limited,N7,1000,1000,1,8.23,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2021,INE053F07652
IRFC,Indian Railway Finance Corporation Limited,N7,1000,1000,1,8.23,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2022,INE053F07652
IRFC,Indian Railway Finance Corporation Limited,N7,1000,1000,1,8.23,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2023,INE053F07652
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2016,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2017,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2018,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2019,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2020,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2021,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2022,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2023,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2024,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2025,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2026,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2027,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N8,1000,1000,1,8.4,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2028,INE053F07660
IRFC,Indian Railway Finance Corporation Limited,N9,1000,1000,1,8.48,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2016,INE053F07678
IRFC,Indian Railway Finance Corporation Limited,N9,1000,1000,1,8.48,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2017,INE053F07678
IRFC,Indian Railway Finance Corporation Limited,N9,1000,1000,1,8.48,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2018,INE053F07678
IRFC,Indian Railway Finance Corporation Limited,N9,1000,1000,1,8.48,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2019,INE053F07678
IRFC,Indian Railway Finance Corporation Limited,N9,1000,1000,1,8.48,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2020,INE053F07678
IRFC,Indian Railway Finance Corporation Limited,N9,1000,1000,1,8.48,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2021,INE053F07678
IRFC,Indian Railway Finance Corporation Limited,N9,1000,1000,1,8.48,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2022,INE053F07678
IRFC,Indian Railway Finance Corporation Limited,N9,1000,1000,1,8.48,21-FEB-2014,18-FEB-2014,18-FEB-2024,,,,15-APR-2023,INE053F07678
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2016,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2017,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2018,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2019,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2020,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2021,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2022,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2023,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2024,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2025,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2026,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2027,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2028,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2016,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2017,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2018,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2019,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2020,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2021,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2022,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2023,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2016,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2017,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2018,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2019,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2020,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2021,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2022,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2023,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2024,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2025,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2026,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2027,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2028,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2016,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2017,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2018,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2019,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2020,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2021,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2022,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2023,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2016,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2017,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2018,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2019,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2020,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2021,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2022,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2023,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2024,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2025,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2026,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2027,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2028,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2016,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2017,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2018,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2019,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2020,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2021,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2022,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2023,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2024,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2025,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2016,INE053F07801
