SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
H1141J34DG,HDFC MF - HDFC FMP 1141D July 2015 (1)- Sr. 34  - DO - GO,MF,13-AUG-2015,10,1,INF179KB1GE5,10
H1141J34DQ,HDFC MF - HDFC FMP 1141D July 2015 (1)- Sr. 34  - DO - QDO,MF,13-AUG-2015,10,1,INF179KB1GG0,10
H1141J34RD,HDFC MF - HDFC FMP 1141D July 2015 (1)- Sr. 34  - RO - NDO,MF,13-AUG-2015,10,1,INF179KB1GJ4,10
H1141J34RG,HDFC MF - HDFC FMP 1141D July 2015 (1)- Sr. 34  - RO - GO,MF,13-AUG-2015,10,1,INF179KB1GI6,10
H1141J34RQ,HDFC MF - HDFC FMP 1141D July 2015 (1)- Sr. 34  - RO - QDO,MF,13-AUG-2015,10,1,INF179KB1GK2,10
H1143D39DD,HDFC Mutual Fund - HDFC FMP 1143D March 2018 (1)- Series 39 - DONDPO,MF,20-MAR-2018,10,1,INF179KB1Z35,10
H1143D39DG,HDFC Mutual Fund - HDFC FMP 1143D March 2018 (1)- Series 39 - DOGO,MF,20-MAR-2018,10,1,INF179KB1Z27,10
H1143D39RD,HDFC Mutual Fund - HDFC FMP 1143D March 2018 (1)- Series 39 - RONDPO,MF,20-MAR-2018,10,1,INF179KB1Z68,10
H1143D39RG,HDFC Mutual Fund - HDFC FMP 1143D March 2018 (1)- Series 39 - ROGO,MF,20-MAR-2018,10,1,INF179KB1Z50,10
H1143D39RQ,HDFC Mutual Fund - HDFC FMP 1143D March 2018 (1)- Series 39 - ROQDPO,MF,20-MAR-2018,10,1,INF179KB1Z76,10
H1145D39DD,HDFC Mutual Fund - HDFC FMP 1145D March 2018 (1) - Series 39 - DONDPO,MF,03-APR-2018,10,1,INF179KB19A2,10
H1145D39DG,HDFC Mutual Fund - HDFC FMP 1145D March 2018 (1) - Series 39 - DOGO,MF,03-APR-2018,10,1,INF179KB18A4,10
H1145D39DQ,HDFC Mutual Fund - HDFC FMP 1145D March 2018 (1) - Series 39 - DOQDPO,MF,03-APR-2018,10,1,INF179KB10B9,10
H1145D39RD,HDFC Mutual Fund - HDFC FMP 1145D March 2018 (1) - Series 39 - RONDPO,MF,03-APR-2018,10,1,INF179KB12B5,10
H1145D39RG,HDFC Mutual Fund - HDFC FMP 1145D March 2018 (1) - Series 39 - ROGO,MF,03-APR-2018,10,1,INF179KB11B7,10
H1145D39RQ,HDFC Mutual Fund - HDFC FMP 1145D March 2018 (1) - Series 39 - ROQDPO,MF,03-APR-2018,10,1,INF179KB13B3,10
H1146D40DD,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - DONDPO,MF,17-MAY-2018,10,1,INF179KB13D9,10
H1146D40DG,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - DOGO,MF,17-MAY-2018,10,1,INF179KB12D1,10
H1146D40DQ,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - DOQDPO,MF,17-MAY-2018,10,1,INF179KB14D7,10
H1146D40RD,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - RONDPO,MF,17-MAY-2018,10,1,INF179KB16D2,10
H1146D40RG,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - ROGO,MF,17-MAY-2018,10,1,INF179KB15D4,10
H1146D40RQ,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - ROQDPO,MF,17-MAY-2018,10,1,INF179KB17D0,10
H1146D43DD,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - DPNDPO,MF,28-FEB-2019,10,1,INF179KC1379,10
H1146D43DG,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - DPGO,MF,28-FEB-2019,10,1,INF179KC1361,10
H1146D43DQ,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - DPQDPO,MF,28-FEB-2019,10,1,INF179KC1387,10
H1146D43RD,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - RPNDPO,MF,28-FEB-2019,10,1,INF179KC1403,10
H1146D43RG,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - RPGO,MF,28-FEB-2019,10,1,INF179KC1395,10
H1146D43RQ,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - RPQDPO,MF,28-FEB-2019,10,1,INF179KC1411,10
H1147D39DD,HDFC Mutual Fund - HDFC FMP 1147D March 2018 (1) - Series 39 - DONDPO,MF,03-APR-2018,10,1,INF179KB13A5,10
H1147D39DG,HDFC Mutual Fund - HDFC FMP 1147D March 2018 (1) - Series 39 - DOGO,MF,03-APR-2018,10,1,INF179KB12A7,10
H1147D39DQ,HDFC Mutual Fund - HDFC FMP 1147D March 2018 (1) - Series 39 - DOQDPO,MF,03-APR-2018,10,1,INF179KB14A3,10
H1147D39RD,HDFC Mutual Fund - HDFC FMP 1147D March 2018 (1) - Series 39 - RONDPO,MF,03-APR-2018,10,1,INF179KB16A8,10
H1147D39RG,HDFC Mutual Fund - HDFC FMP 1147D March 2018 (1) - Series 39 - ROGO,MF,03-APR-2018,10,1,INF179KB15A0,10
H1147D39RQ,HDFC Mutual Fund - HDFC FMP 1147D March 2018 (1) - Series 39 - ROQDPO,MF,03-APR-2018,10,1,INF179KB17A6,10
H1150D39DD,HDFC Mutual Fund - HDFC FMP 1150D March 2018 (1) - Series 39 - DPNDO,MF,14-MAR-2018,10,1,INF179KB1Y77,10
H1150D39DG,HDFC Mutual Fund - HDFC FMP 1150D March 2018 (1) - Series 39 - DPGO,MF,14-MAR-2018,10,1,INF179KB1Y69,10
H1150D39DQ,HDFC Mutual Fund - HDFC FMP 1150D March 2018 (1) - Series 39 - DPQDO,MF,14-MAR-2018,10,1,INF179KB1Y85,10
H1150D39RD,HDFC Mutual Fund - HDFC FMP 1150D March 2018 (1) - Series 39 - RPNDO,MF,14-MAR-2018,10,1,INF179KB1Z01,10
H1150D39RG,HDFC Mutual Fund - HDFC FMP 1150D March 2018 (1) - Series 39 - RPGO,MF,14-MAR-2018,10,1,INF179KB1Y93,10
H1150D39RQ,HDFC Mutual Fund - HDFC FMP 1150D March 2018 (1) - Series 39 - RPQDO,MF,14-MAR-2018,10,1,INF179KB1Z19,10
H1150F37DD,HDFC MF - HDFC FMP 1150D Feb 2017 (1) - Ser. 37  - DP - NDO,MF,01-MAR-2017,10,1,INF179KB1C99,10
H1150F37DG,HDFC MF - HDFC FMP 1150D Feb 2017 (1) - Ser. 37  - DP - GO,MF,01-MAR-2017,10,1,INF179KB1C81,10
H1150F37DQ,HDFC MF - HDFC FMP 1150D Feb 2017 (1) - Ser. 37  - DP - QDO,MF,01-MAR-2017,10,1,INF179KB1D07,10
H1150F37RD,HDFC MF - HDFC FMP 1150D Feb 2017 (1) - Ser. 37  - RP - NDO,MF,01-MAR-2017,10,1,INF179KB1D23,10
H1150F37RG,HDFC MF - HDFC FMP 1150D Feb 2017 (1) - Sr. 37  - RP - GO,MF,01-MAR-2017,10,1,INF179KB1D15,10
H1150F37RQ,HDFC MF - HDFC FMP 1150D Feb 2017 (1) - Ser. 37  - RP - QDO,MF,01-MAR-2017,10,1,INF179KB1D31,10
H1154D43DD,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - DPNDPO,MF,20-FEB-2019,10,1,INF179KC1312,10
H1154D43DG,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - DPGO,MF,20-FEB-2019,10,1,INF179KC1304,10
H1154D43DQ,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - DPQDPO,MF,20-FEB-2019,10,1,INF179KC1320,10
H1154D43RD,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - RPNDPO,MF,20-FEB-2019,10,1,INF179KC1346,10
H1154D43RG,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - RPGO,MF,20-FEB-2019,10,1,INF179KC1338,10
H1154D43RQ,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - RPQDPO,MF,20-FEB-2019,10,1,INF179KC1353,10
H1155F37DD,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - DP - NDO,MF,23-FEB-2017,10,1,INF179KB1B74,10
H1155F37DG,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - DP - GO,MF,23-FEB-2017,10,1,INF179KB1B66,10
H1155F37DQ,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - DP - QDO,MF,23-FEB-2017,10,1,INF179KB1B82,10
H1155F37RD,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - RP - NDO,MF,23-FEB-2017,10,1,INF179KB1C08,10
H1155F37RG,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - RP - GO,MF,23-FEB-2017,10,1,INF179KB1B90,10
H1155F37RQ,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - RP - QDO,MF,23-FEB-2017,10,1,INF179KB1C16,10
H1158D39DD,HDFC Mutual Fund - HDFC FMP 1158D Feb 2018 (1)-Sr 39-DONDPO,MF,07-MAR-2018,10,1,INF179KB1X11,10
H1158D39DG,HDFC Mutual Fund - HDFC FMP 1158D Feb 2018 (1)-Sr 39-DOGO,MF,07-MAR-2018,10,1,INF179KB1X03,10
H1158D39DQ,HDFC Mutual Fund - HDFC FMP 1158D Feb 2018 (1)-Sr 39-DOQDPO,MF,07-MAR-2018,10,1,INF179KB1X29,10
H1158D39RD,HDFC Mutual Fund - HDFC FMP 1158D Feb 2018 (1)-Sr 39-RONDPO,MF,07-MAR-2018,10,1,INF179KB1X45,10
H1158D39RG,HDFC Mutual Fund - HDFC FMP 1158D Feb 2018 (1)-Sr 39-ROGO,MF,07-MAR-2018,10,1,INF179KB1X37,10
H1158D39RQ,HDFC Mutual Fund - HDFC FMP 1158D Feb 2018 (1)-Sr 39-ROQDPO,MF,07-MAR-2018,10,1,INF179KB1X52,10
H1165M38DD,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-DPNDPO,MF,25-APR-2017,10,1,INF179KB1J19,10
H1165M38DG,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-DPGO,MF,25-APR-2017,10,1,INF179KB1J01,10
H1165M38DQ,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-DPQDPO,MF,25-APR-2017,10,1,INF179KB1J27,10
H1165M38RD,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-RPNDPO,MF,25-APR-2017,10,1,INF179KB1J43,10
H1165M38RG,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-RPGO,MF,25-APR-2017,10,1,INF179KB1J35,10
H1165M38RQ,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-RPQDPO,MF,25-APR-2017,10,1,INF179KB1J50,10
H1166D38DD,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - DONDPO,MF,17-MAY-2017,10,1,INF179KB1O38,10
H1166D38DG,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - DOGO,MF,17-MAY-2017,10,1,INF179KB1O20,10
H1166D38DQ,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - DOQDPO,MF,17-MAY-2017,10,1,INF179KB1O46,10
H1166D38RD,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - RONDPO,MF,17-MAY-2017,10,1,INF179KB1O61,10
H1166D38RG,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - ROGO,MF,17-MAY-2017,10,1,INF179KB1O53,10
H1166D38RQ,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - ROQDPO,MF,17-MAY-2017,10,1,INF179KB1O79,10
H1168D35DD,HDFC MF - HDFC FMP 1168D Feb 2016(1) - Sr 35-DPNDPO,MF,16-MAY-2019,10,1,INF179KC1858,10
H1168D35DG,HDFC MF - HDFC FMP 1168D Feb 2016(1) - Sr 35-DPGO,MF,16-MAY-2019,10,1,INF179KC1841,10
H1168D35RG,HDFC MF - HDFC FMP 1168D Feb 2016(1) - Sr 35-RPGO,MF,16-MAY-2019,10,1,INF179KC1874,10
H1168D35RQ,HDFC MF - HDFC FMP 1168D Feb 2016(1) - Sr 35-RPNDPO,MF,16-MAY-2019,10,1,INF179KC1890,10
H1168D43DD,HDFC FMP 1168D January 2019 (1)- Series 43-DP-NDPO,MF,06-FEB-2019,10,1,INF179KC1254,10
H1168D43DG,HDFC FMP 1168D January 2019 (1)- Series 43-DP-GO,MF,06-FEB-2019,10,1,INF179KC1247,10
H1168D43DQ,HDFC FMP 1168D January 2019 (1)- Series 43-DP-QDPO,MF,06-FEB-2019,10,1,INF179KC1262,10
H1168D43RD,HDFC FMP 1168D January 2019 (1)- Series 43-RP-NDPO,MF,06-FEB-2019,10,1,INF179KC1288,10
H1168D43RG,HDFC FMP 1168D January 2019 (1)- Series 43-RP-GO,MF,06-FEB-2019,10,1,INF179KC1270,10
H1168D43RQ,HDFC FMP 1168D January 2019 (1)- Series 43-RP-QDPO,MF,06-FEB-2019,10,1,INF179KC1296,10
H1169F37DD,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - DP - NDO,MF,10-FEB-2017,10,1,INF179KB1A59,10
H1169F37DG,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - DP - GO,MF,10-FEB-2017,10,1,INF179KB1A42,10
H1169F37DQ,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - DP - QDO,MF,10-FEB-2017,10,1,INF179KB1A67,10
H1169F37RD,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - RP - NDO,MF,10-FEB-2017,10,1,INF179KB1A83,10
H1169F37RG,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - RP - GO,MF,10-FEB-2017,10,1,INF179KB1A75,10
H1169F37RQ,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - RP - QDO,MF,10-FEB-2017,10,1,INF179KB1A91,10
H1170F37DD,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - DP - NDO,MF,08-MAR-2017,10,1,INF179KB1C32,10
H1170F37DG,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - DP - GO,MF,08-MAR-2017,10,1,INF179KB1C24,10
H1170F37DQ,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - DP - QDO,MF,08-MAR-2017,10,1,INF179KB1C40,10
H1170F37RD,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - RP - NDO,MF,08-MAR-2017,10,1,INF179KB1C65,10
H1170F37RG,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - RP - GO,MF,08-MAR-2017,10,1,INF179KB1C57,10
H1170F37RQ,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - RP - QDO,MF,08-MAR-2017,10,1,INF179KB1C73,10
H1172M38DD,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - DPNDO,MF,19-APR-2017,10,1,INF179KB1I36,10
H1172M38DG,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - DPGO,MF,19-APR-2017,10,1,INF179KB1I28,10
H1172M38DQ,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - DPQDO,MF,19-APR-2017,10,1,INF179KB1I44,10
H1172M38RD,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - RPNDO,MF,19-APR-2017,10,1,INF179KB1I69,10
H1172M38RG,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - RPGO,MF,19-APR-2017,10,1,INF179KB1I51,10
H1172M38RQ,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - RPQDO,MF,19-APR-2017,10,1,INF179KB1I93,10
H1175D43DD,HDFC FMP 1175D January 2019 (1) - Series 43 - DO-NDPO,MF,30-JAN-2019,10,1,INF179KC1197,10
H1175D43DG,HDFC FMP 1175D January 2019 (1) - Series 43 - DO-GO,MF,30-JAN-2019,10,1,INF179KC1189,10
H1175D43DQ,HDFC FMP 1175D January 2019 (1) - Series 43 - DO-QDPO,MF,30-JAN-2019,10,1,INF179KC1205,10
H1175D43RD,HDFC FMP 1175D January 2019 (1) - Series 43 - RO-NDPO,MF,30-JAN-2019,10,1,INF179KC1221,10
H1175D43RG,HDFC FMP 1175D January 2019 (1) - Series 43 - RO-GO,MF,30-JAN-2019,10,1,INF179KC1213,10
H1175D43RQ,HDFC FMP 1175D January 2019 (1) - Series 43 - RO-QDPO,MF,30-JAN-2019,10,1,INF179KC1239,10
H1177D39DD,HDFC Mutual Fund - HDFC FMP 1177D March 2018 (1) - Series 39 - DONDPO,MF,06-APR-2018,10,1,INF179KB15B8,10
H1177D39DG,HDFC Mutual Fund - HDFC FMP 1177D March 2018 (1) - Series 39 - DOGO,MF,06-APR-2018,10,1,INF179KB14B1,10
H1177D39DQ,HDFC Mutual Fund - HDFC FMP 1177D March 2018 (1) - Series 39 - DOQDPO,MF,06-APR-2018,10,1,INF179KB16B6,10
H1177D39RD,HDFC Mutual Fund - HDFC FMP 1177D March 2018 (1) - Series 39 - RONDPO,MF,06-APR-2018,10,1,INF179KB18B2,10
H1177D39RG,HDFC Mutual Fund - HDFC FMP 1177D March 2018 (1) - Series 39 - ROGO,MF,06-APR-2018,10,1,INF179KB17B4,10
H1177D39RQ,HDFC Mutual Fund - HDFC FMP 1177D March 2018 (1) - Series 39 - ROQDPO,MF,06-APR-2018,10,1,INF179KB19B0,10
H1178F37DD,HDFC MF - HDFC FMP 1178D Feb 2017 (1)- Sr. 37 - Dir. - ND,MF,01-MAR-2017,10,1,INF179KB1B17,10
H1178F37DG,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - DG,MF,01-MAR-2017,10,1,INF179KB1B09,10
H1178F37DQ,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - Dir. - QD,MF,01-MAR-2017,10,1,INF179KB1B25,10
H1178F37RD,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - Reg. - ND,MF,01-MAR-2017,10,1,INF179KB1B41,10
H1178F37RG,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - RG,MF,01-MAR-2017,10,1,INF179KB1B33,10
H1178F37RQ,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - Reg.- QD,MF,01-MAR-2017,10,1,INF179KB1B58,10
H1181D40DD,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - DONDPO,MF,08-MAY-2018,10,1,INF179KB17C2,10
H1181D40DG,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - DPGO,MF,08-MAY-2018,10,1,INF179KB16C4,10
H1181D40DQ,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - DOQDPO,MF,08-MAY-2018,10,1,INF179KB18C0,10
H1181D40RD,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - RONDPO,MF,08-MAY-2018,10,1,INF179KB10D5,10
H1181D40RG,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - ROGO,MF,08-MAY-2018,10,1,INF179KB19C8,10
H1181D40RQ,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - ROQDPO,MF,08-MAY-2018,10,1,INF179KB11D3,10
H1182D43DG,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-DPGO,MF,24-JAN-2019,10,1,INF179KC1122,10
H1182D43DQ,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-DPQDPO,MF,24-JAN-2019,10,1,INF179KC1148,10
H1182D43RD,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-RPNDPO,MF,24-JAN-2019,10,1,INF179KC1163,10
H1182D43RG,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-RPGO,MF,24-JAN-2019,10,1,INF179KC1155,10
H1182D43RQ,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-RPQDPO,MF,24-JAN-2019,10,1,INF179KC1171,10
H1183D39DD,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - DONDPO,MF,24-APR-2018,10,1,INF179KB11C5,10
H1183D39DG,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - DOGO,MF,24-APR-2018,10,1,INF179KB10C7,10
H1183D39DQ,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - DOQDPO,MF,24-APR-2018,10,1,INF179KB12C3,10
H1183D39RD,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - RONDPO,MF,24-APR-2018,10,1,INF179KB14C9,10
H1183D39RG,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - ROGO,MF,24-APR-2018,10,1,INF179KB13C1,10
H1183D39RQ,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - ROQDPO,MF,24-APR-2018,10,1,INF179KB15C6,10
H1188M38DD,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Direct ,MF,07-APR-2017,10,1,INF179KB1H78,10
H1188M38DG,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Direct ,MF,07-APR-2017,10,1,INF179KB1H60,10
H1188M38DQ,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Direct ,MF,07-APR-2017,10,1,INF179KB1H86,10
H1188M38RD,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Regular,MF,07-APR-2017,10,1,INF179KB1I02,10
H1188M38RG,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Regular,MF,07-APR-2017,10,1,INF179KB1H94,10
H1188M38RQ,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Regular,MF,07-APR-2017,10,1,INF179KB1I10,10
H1190D43DD,HDFC FMP 1190D January 2019 (1) - Series 43 -DO-NDPO,MF,16-JAN-2019,10,1,INF179KC1072,10
H1190D43DG,HDFC FMP 1190D January 2019 (1) - Series 43 -DO-GO,MF,16-JAN-2019,10,1,INF179KC1064,10
H1190D43DQ,HDFC FMP 1190D January 2019 (1) - Series 43 -DO-QDPO,MF,16-JAN-2019,10,1,INF179KC1080,10
H1190D43RG,HDFC FMP 1190D January 2019 (1) - Series 43 - RO-GO,MF,16-JAN-2019,10,1,INF179KC1098,10
H1190D43RQ,HDFC FMP 1190D January 2019 (1) - Series 43 - RO-QDPO,MF,16-JAN-2019,10,1,INF179KC1114,10
H1196D43DD,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - DPNDPO,MF,10-JAN-2019,10,1,INF179KC1015,10
H1196D43DG,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - DPGO,MF,10-JAN-2019,10,1,INF179KB19Z9,10
H1196D43DQ,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - DPQDPO,MF,10-JAN-2019,10,1,INF179KC1023,10
H1196D43RD,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - RPNDPO,MF,10-JAN-2019,10,1,INF179KC1049,10
H1196D43RG,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - RPGO,MF,10-JAN-2019,10,1,INF179KC1031,10
H1196D43RQ,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - RPQDPO,MF,10-JAN-2019,10,1,INF179KC1056,10
H1199J37DD,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Direct,MF,07-FEB-2017,10,1,INF179KB1ZN6,10
H1199J37DG,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Direct,MF,07-FEB-2017,10,1,INF179KB1ZM8,10
H1199J37DQ,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Direct,MF,07-FEB-2017,10,1,INF179KB1ZO4,10
H1199J37RD,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Regula,MF,07-FEB-2017,10,1,INF179KB1ZQ9,10
H1199J37RG,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Regula,MF,07-FEB-2017,10,1,INF179KB1ZP1,10
H1199J37RQ,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Regula,MF,07-FEB-2017,10,1,INF179KB1ZR7,10
H1203D43DG,HDFC Mutual Fund - HDFC FMP 1203D December 2018 (1) - Series 43  - Dir,MF,03-JAN-2019,10,1,INF179KB13Z2,10
H1203D43RD,HDFC Mutual Fund - HDFC FMP 1203D December 2018 (1) - Series 43  - Reg,MF,03-JAN-2019,10,1,INF179KB17Z3,10
H1203D43RG,HDFC Mutual Fund - HDFC FMP 1203D December 2018 (1) - Series 43  - Reg,MF,03-JAN-2019,10,1,INF179KB16Z5,10
H1203D43RQ,HDFC Mutual Fund - HDFC FMP 1203D December 2018 (1) - Series 43  - Reg,MF,03-JAN-2019,10,1,INF179KB18Z1,10
H1208D39DD,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - DONDPO,MF,23-MAR-2018,10,1,INF179KB1Y10,10
H1208D39DG,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - DOGO,MF,23-MAR-2018,10,1,INF179KB1Y02,10
H1208D39DQ,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - DOQDPO,MF,23-MAR-2018,10,1,INF179KB1Y28,10
H1208D39RD,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - RONDPO,MF,23-MAR-2018,10,1,INF179KB1Y44,10
H1208D39RG,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - ROGO,MF,23-MAR-2018,10,1,INF179KB1Y36,10
H1208D39RQ,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - ROQDPO,MF,23-MAR-2018,10,1,INF179KB1Y51,10
H1211D43DG,HDFC Mutual Fund-HDFC FMP 1211D December 2018 (1)- Sr 43-DPGO,MF,27-DEC-2018,10,1,INF179KB17Y6,10
H1211D43RG,HDFC Mutual Fund-HDFC FMP 1211D December 2018 (1)-Sr 43-RPGO,MF,27-DEC-2018,10,1,INF179KB10Z8,10
H1213M38DD,HDFC Mutual Fund - HDFC FMP 1213D March 2017 (1) - Series 38 - Direct ,MF,31-MAR-2017,10,1,INF179KB1F70,10
H1213M38DG,HDFC Mutual Fund - HDFC FMP 1213D March 2017 (1) - Series 38 - Direct ,MF,31-MAR-2017,10,1,INF179KB1F62,10
H1213M38DQ,HDFC Mutual Fund - HDFC FMP 1213D March 2017 (1) - Series 38 - Direct ,MF,31-MAR-2017,10,1,INF179KB1F88,10
H1213M38RD,HDFC Mutual Fund - HDFC FMP 1213D March 2017 (1) - Series 38 - Regular,MF,31-MAR-2017,10,1,INF179KB1G04,10
H1213M38RG,HDFC Mutual Fund - HDFC FMP 1213D March 2017 (1) - Series 38 - Regualr,MF,31-MAR-2017,10,1,INF179KB1F96,10
